CUI,edit_score,mesh,ont_source,pref_name,term
C0014591,0,Epistaxis,NCI,Epistaxis,Epistaxis
C0014591,9,Epistaxis,ICD10CM,Epistaxis,Nosebleed
C0014591,9,Epistaxis,NCI,Epistaxis,Nosebleed
C0014591,16,Epistaxis,NCI,Epistaxis,Nasal Hemorrhage
C0014591,18,Epistaxis,ICD10CM,Epistaxis,Hemorrhage from nose
C0014661,0,Equine Infectious Anemia,NCI,Equine Infectious Anemia,Equine Infectious Anemia
C0014724,0,Eructation,ICD10CM,Eructation,Eructation
C0014724,0,Eructation,NCI,Eructation,Eructation
C0014724,15,Eructation,NCI,Eructation,"Belching, Burping"
C0014733,0,Erysipelas,ICD10CM,Erysipelas,Erysipelas
C0014740,0,Erythema Chronicum Migrans,NCI,Erythema Chronicum Migrans,Erythema Chronicum Migrans
C0014740,10,Erythema Chronicum Migrans,ICD10CM,Erythema Chronicum Migrans,Erythema migrans
C0014740,10,Erythema Chronicum Migrans,NCI,Erythema Chronicum Migrans,Erythema Migrans
C0014740,24,Erythema Chronicum Migrans,NCI,Erythema Chronicum Migrans,Bulls-Eye Rash
C0014741,14,Erythema Induratum,ICD10CM,Erythema Induratum,"Erythema induratum, tuberculous"
C0014742,0,Erythema Multiforme,NCI,Erythema Multiforme,Erythema Multiforme
C0014742,1,Erythema Multiforme,ICD10CM,Erythema Multiforme,Erythema multiforme
C0014742,14,Erythema Multiforme,ICD10CM,Erythema Multiforme,"Erythema multiforme, unspecified"
C0014743,1,Erythema Nodosum,ICD10CM,Erythema Nodosum,Erythema nodosum
C0014752,0,Erythrasma,ICD10CM,Erythrasma,Erythrasma
C0014761,3,"Erythroblastosis, Fetal",NCI,"Erythroblastosis, Fetal",Erythroblastosis Fetalis
C0014761,22,"Erythroblastosis, Fetal",NCI,"Erythroblastosis, Fetal",HDFN
C0014761,23,"Erythroblastosis, Fetal",ICD10CM,"Erythroblastosis, Fetal",Hemolytic disease of newborn
C0014761,25,"Erythroblastosis, Fetal",NCI,"Erythroblastosis, Fetal",Hemolytic Disease of the Newborn
C0014761,32,"Erythroblastosis, Fetal",NCI,"Erythroblastosis, Fetal",Hemolytic Disease of the Fetus or Newborn
C0014761,33,"Erythroblastosis, Fetal",ICD10CM,"Erythroblastosis, Fetal","Hemolytic disease of newborn, unspecified"
C0014804,0,Erythromelalgia,ICD10CM,Erythromelalgia,Erythromelalgia
C0014804,0,Erythromelalgia,NCI,Erythromelalgia,Erythromelalgia
C0014818,1,Erythroplasia,ICD10CM,Erythroplasia,erythroplasia
C0014818,1,Erythroplasia,NCI,Erythroplasia,Erythroplakia
C0014836,2,Escherichia coli Infections,NCI,Escherichia coli Infections,Escherichia Coli Infection
C0014836,11,Escherichia coli Infections,ICD10CM,Escherichia coli Infections,Escherichia coli [E. coli] NOS
C0014836,12,Escherichia coli Infections,NCI,Escherichia coli Infections,E Coli Infection
C0014836,62,Escherichia coli Infections,ICD10CM,Escherichia coli Infections,Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere
C0014836,121,Escherichia coli Infections,ICD10CM,Escherichia coli Infections,Unsp Escherichia coli as the cause of diseases classd elswhr Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere
C0014848,0,Esophageal Achalasia,NCI,Esophageal Achalasia,Esophageal Achalasia
C0014848,15,Esophageal Achalasia,ICD10CM,Esophageal Achalasia,Achalasia of cardia
C0014848,17,Esophageal Achalasia,ICD10CM,Esophageal Achalasia,Cardiospasm
C0014850,0,Esophageal Atresia,NCI,Esophageal Atresia,Esophageal Atresia
C0014850,11,Esophageal Atresia,NCI,Esophageal Atresia,Congenital Esophageal Atresia
C0014850,21,Esophageal Atresia,ICD10CM,Esophageal Atresia,Atresia of esophagus NOS
C0014851,0,Esophageal Cyst,NCI,Esophageal Cyst,Esophageal Cyst
C0014851,3,Esophageal Cyst,NCI,Esophageal Cyst,Esophagus Cyst
C0014851,15,Esophageal Cyst,NCI,Esophageal Cyst,Cyst of Esophagus
C0014851,18,Esophageal Cyst,NCI,Esophageal Cyst,Cyst of the Esophagus
C0014852,4,Esophageal Diseases,NCI,Esophageal Diseases,Esophageal Disorder
C0014852,23,Esophageal Diseases,ICD10CM,Esophageal Diseases,"Disease of esophagus, unspecified"
C0014856,0,Esophageal Fistula,NCI,Esophageal Fistula,Esophageal Fistula
C0014858,23,Esophageal Motility Disorders,ICD10CM,Esophageal Motility Disorders,Dyskinesia of esophagus
C0014859,1,Esophageal Neoplasms,NCI,Esophageal Neoplasms,Esophageal Neoplasm
C0014859,4,Esophageal Neoplasms,NCI,Esophageal Neoplasms,Esophagus Neoplasm
C0014859,8,Esophageal Neoplasms,NCI,Esophageal Neoplasms,Esophageal Tumors
C0014859,9,Esophageal Neoplasms,NCI,Esophageal Neoplasms,Esophageal Tumor
C0014859,12,Esophageal Neoplasms,NCI,Esophageal Neoplasms,Esophagus Tumor
C0014859,13,Esophageal Neoplasms,NCI,Esophageal Neoplasms,Neoplasm of Esophagus
C0014859,15,Esophageal Neoplasms,NCI,Esophageal Neoplasms,Tumor of Esophagus
C0014859,16,Esophageal Neoplasms,NCI,Esophageal Neoplasms,Neoplasm of the Esophagus
C0014859,16,Esophageal Neoplasms,NCI,Esophageal Neoplasms,Tumor of the Esophagus
C0014859,22,Esophageal Neoplasms,NCI,Esophageal Neoplasms,"Esophageal Neoplasms, Benign and Malignant"
C0014860,0,Esophageal Perforation,NCI,Esophageal Perforation,Esophageal Perforation
C0014860,21,Esophageal Perforation,ICD10CM,Esophageal Perforation,Perforation of esophagus
C0014860,21,Esophageal Perforation,NCI,Esophageal Perforation,Perforation Of Esophagus
C0014863,10,"Esophageal Spasm, Diffuse",ICD10CM,Esophageal Spasm,Diffuse esophageal spasm
C0014863,16,"Esophageal Spasm, Diffuse",ICD10CM,Esophageal Spasm,Spasm of esophagus
C0014866,19,Esophageal Stenosis,ICD10CM,Esophageal Stenosis,Stenosis of esophagus
C0014868,0,Esophagitis,ICD10CM,Esophagitis,Esophagitis
C0014868,0,Esophagitis,NCI,Esophagitis,Esophagitis
C0014868,4,Esophagitis,ICD10CM,Esophagitis,Esophagitis NOS
C0014868,13,Esophagitis,ICD10CM,Esophagitis,"Esophagitis, unspecified"
C0014877,0,Esotropia,ICD10CM,Esotropia,Esotropia
C0014877,0,Esotropia,NCI,Esotropia,Esotropia
C0014877,13,Esotropia,ICD10CM,Esotropia,Unspecified esotropia
C0014877,16,Esotropia,NCI,Esotropia,Internal Strabismus
C0014877,29,Esotropia,ICD10CM,Esotropia,Convergent concomitant strabismus
C0015029,2,Ethmoid Sinusitis,NCI,Ethmoid Sinusitis,Ethmoidal Sinusitis
C0015029,7,Ethmoid Sinusitis,ICD10CM,Ethmoid Sinusitis,Ethmoidal sinusitis NOS
C0015190,4,Euthyroid Sick Syndromes,ICD10CM,Euthyroid Sick Syndromes,Euthyroid sick-syndrome
C0015190,11,Euthyroid Sick Syndromes,NCI,Euthyroid Sick Syndromes,Sick Euthyroid Syndrome
C0015190,13,Euthyroid Sick Syndromes,ICD10CM,Euthyroid Sick Syndromes,Sick-euthyroid syndrome
C0015230,1,Exanthema,NCI,Exanthema,Exanthem
C0015230,8,Exanthema,ICD10CM,Exanthema,rash NOS
C0015230,8,Exanthema,NCI,Exanthema,Skin Rash
C0015230,16,Exanthema,NCI,Exanthema,Cutaneous Eruption
C0015230,35,Exanthema,ICD10CM,Exanthema,Rash and other nonspecific skin eruption
C0015231,13,Exanthema Subitum,ICD10CM,Exanthema Subitum,Roseola infantum
C0015231,17,Exanthema Subitum,ICD10CM,Exanthema Subitum,Exanthema subitum [sixth disease]
C0015231,24,Exanthema Subitum,ICD10CM,Exanthema Subitum,"Roseola infantum, unspecified"
C0015231,30,Exanthema Subitum,ICD10CM,Exanthema Subitum,"Exanthema subitum [sixth disease], unspecified"
C0015300,0,Exophthalmos,NCI,Exophthalmos,Exophthalmos
C0015300,8,Exophthalmos,NCI,Exophthalmos,Proptosis
C0015300,13,Exophthalmos,ICD10CM,Exophthalmos,Unspecified exophthalmos
C0015306,0,"Exostoses, Multiple Hereditary",NCI,Hereditary Multiple Exostoses,Hereditary Multiple Exostoses
C0015306,19,"Exostoses, Multiple Hereditary",ICD10CM,Hereditary Multiple Exostoses,Multiple congenital exostoses
C0015306,23,"Exostoses, Multiple Hereditary",ICD10CM,Hereditary Multiple Exostoses,Diaphyseal aclasis
C0015310,0,Exotropia,ICD10CM,Exotropia,Exotropia
C0015310,0,Exotropia,NCI,Exotropia,Exotropia
C0015310,13,Exotropia,ICD10CM,Exotropia,Unspecified exotropia
C0015310,17,Exotropia,NCI,Exotropia,Divergent Strabismus
C0015310,28,Exotropia,ICD10CM,Exotropia,Divergent concomitant strabismus
C0015393,19,Eye Abnormalities,ICD10CM,Eye Abnormalities,Congenital anomaly of eye
C0015393,20,Eye Abnormalities,NCI,Eye Abnormalities,Congenital Eye Disorder
C0015393,21,Eye Abnormalities,ICD10CM,Eye Abnormalities,Congenital deformity of eye
C0015393,34,Eye Abnormalities,ICD10CM,Eye Abnormalities,"Congenital malformation of eye, unspecified"
C0015397,0,Eye Diseases,NCI,Eye Disorder,Eye Disorder
C0015397,4,Eye Diseases,NCI,Eye Disorder,Eye Disease
C0015397,14,Eye Diseases,ICD10CM,Eye Disorder,Disorders of globe
C0015397,20,Eye Diseases,ICD10CM,Eye Disorder,Unspecified disorder of globe
C0015401,14,Eye Foreign Bodies,NCI,Eye Foreign Bodies,Intraocular Foreign Body
C0015402,11,Eye Hemorrhage,ICD10CM,Eye Hemorrhage,Hemophthalmos
C0015402,27,Eye Hemorrhage,ICD10CM,Eye Hemorrhage,"Hemophthalmos, unspecified eye"
C0015403,0,Eye Infections,NCI,Eye Infection,Eye Infection
C0015408,9,Eye Injuries,NCI,Eye Injuries,Ocular Injury
C0015408,12,Eye Injuries,ICD10CM,Eye Injuries,injuries of eye
C0015408,15,Eye Injuries,ICD10CM,Eye Injuries,Injury of eye NOS
C0015409,18,"Eye Injuries, Penetrating",ICD10CM,"Eye Injuries, Penetrating",Ocular penetration NOS
C0015414,1,Eye Neoplasms,NCI,Eye Neoplasms,Eye Neoplasm
C0015414,7,Eye Neoplasms,NCI,Eye Neoplasms,Ocular Neoplasm
C0015414,9,Eye Neoplasms,NCI,Eye Neoplasms,Eye Tumor
C0015414,11,Eye Neoplasms,NCI,Eye Neoplasms,Neoplasm of Eye
C0015414,12,Eye Neoplasms,NCI,Eye Neoplasms,Tumor of Eye
C0015414,13,Eye Neoplasms,NCI,Eye Neoplasms,Ocular Tumor
C0015414,15,Eye Neoplasms,NCI,Eye Neoplasms,Neoplasm of the Eye
C0015414,15,Eye Neoplasms,NCI,Eye Neoplasms,Tumor of the Eye
C0015423,4,Eyelid Diseases,NCI,Eyelid Diseases,Eyelid Disorder
C0015423,19,Eyelid Diseases,ICD10CM,Eyelid Diseases,Disorder of eyelid NOS
C0015423,22,Eyelid Diseases,ICD10CM,Eyelid Diseases,Unspecified disorder of eyelid
C0015424,1,Eyelid Neoplasms,NCI,Eyelid Neoplasms,Eyelid Neoplasm
C0015424,9,Eyelid Neoplasms,NCI,Eyelid Neoplasms,Eyelid Tumor
C0015424,15,Eyelid Neoplasms,NCI,Eyelid Neoplasms,Tumor of Eyelid
C0015424,16,Eyelid Neoplasms,NCI,Eyelid Neoplasms,Neoplasm of Eyelid
C0015424,17,Eyelid Neoplasms,NCI,Eyelid Neoplasms,Tumor of the Eyelid
C0015424,19,Eyelid Neoplasms,NCI,Eyelid Neoplasms,Neoplasm of the Eyelid
C0015458,0,Facial Hemiatrophy,NCI,Facial Hemiatrophy,Facial Hemiatrophy
C0015458,17,Facial Hemiatrophy,NCI,Facial Hemiatrophy,Progressive Hemifacial Atrophy
C0015458,19,Facial Hemiatrophy,NCI,Facial Hemiatrophy,Parry-Romberg Syndrome
C0015459,6,Facial Injuries,NCI,Facial Injuries,Face Injury
C0015459,16,Facial Injuries,ICD10CM,Facial Injuries,Injury of face NOS
C0015464,4,Facial Nerve Diseases,NCI,Facial Nerve Diseases,Facial Nerve Disorder
C0015464,6,Facial Nerve Diseases,ICD10CM,Facial Nerve Diseases,Facial nerve disorders
C0015464,23,Facial Nerve Diseases,ICD10CM,Facial Nerve Diseases,"Disorder of facial nerve, unspecified"
C0015468,0,Facial Pain,NCI,Facial Pain,Facial Pain
C0015468,5,Facial Pain,ICD10CM,Facial Pain,Facial pain NOS
C0015469,5,Facial Paralysis,NCI,Facial Paralysis,Facial Palsy
C0015469,6,Facial Paralysis,ICD10CM,Facial Paralysis,Facial palsy
C0015469,6,Facial Paralysis,NCI,Facial Paralysis,Facial Nerve Paralysis
C0015469,9,Facial Paralysis,NCI,Facial Paralysis,Facial Nerve Palsy
C0015469,11,Facial Paralysis,NCI,Facial Paralysis,Bell's Palsy
C0015499,0,Factor V Deficiency,NCI,Hereditary Factor V Deficiency,Hereditary Factor V Deficiency
C0015499,17,Factor V Deficiency,ICD10CM,Hereditary Factor V Deficiency,Proaccelerin deficiency
C0015499,19,Factor V Deficiency,ICD10CM,Hereditary Factor V Deficiency,AC globulin deficiency
C0015499,24,Factor V Deficiency,NCI,Hereditary Factor V Deficiency,Owren Disease
C0015499,25,Factor V Deficiency,ICD10CM,Hereditary Factor V Deficiency,Owren's disease
C0015503,0,Factor VII Deficiency,NCI,Factor VII Deficiency,Factor VII Deficiency
C0015503,18,Factor VII Deficiency,ICD10CM,Factor VII Deficiency,Hypoproconvertinemia
C0015519,0,Factor X Deficiency,NCI,Factor X Deficiency,Factor X Deficiency
C0015523,0,Factor XI Deficiency,NCI,Hereditary Factor XI Deficiency,Hereditary Factor XI Deficiency
C0015523,2,Factor XI Deficiency,ICD10CM,Hereditary Factor XI Deficiency,Hereditary factor XI deficiency
C0015523,8,Factor XI Deficiency,NCI,Hereditary Factor XI Deficiency,Hereditary Factor XI Deficiency Disease
C0015523,25,Factor XI Deficiency,ICD10CM,Hereditary Factor XI Deficiency,Rosenthal's disease
C0015523,26,Factor XI Deficiency,ICD10CM,Hereditary Factor XI Deficiency,Hemophilia C
C0015523,26,Factor XI Deficiency,NCI,Hereditary Factor XI Deficiency,Hemophilia C
C0015523,34,Factor XI Deficiency,ICD10CM,Hereditary Factor XI Deficiency,Plasma thromboplastin antecedent [PTA] deficiency
C0015526,0,Factor XII Deficiency,NCI,Factor XII Deficiency,Factor XII Deficiency
C0015530,0,Factor XIII Deficiency,NCI,Hereditary Factor XIII Deficiency,Hereditary Factor XIII Deficiency
C0015530,22,Factor XIII Deficiency,NCI,Hereditary Factor XIII Deficiency,Hereditary Fibrin Stabilizing Factor Deficiency
C0015544,0,Failure to Thrive,NCI,Failure to Thrive,Failure to Thrive
C0015556,1,Fallopian Tube Diseases,NCI,Fallopian Tube Diseases,Fallopian Tube Disease
C0015556,4,Fallopian Tube Diseases,NCI,Fallopian Tube Diseases,Fallopian Tube Disorder
C0015558,1,Fallopian Tube Neoplasms,NCI,Fallopian Tube Neoplasms,Fallopian Tube Neoplasm
C0015558,9,Fallopian Tube Neoplasms,NCI,Fallopian Tube Neoplasms,Fallopian Tube Tumor
C0015558,19,Fallopian Tube Neoplasms,NCI,Fallopian Tube Neoplasms,Tumor of Fallopian Tube
C0015558,21,Fallopian Tube Neoplasms,NCI,Fallopian Tube Neoplasms,Neoplasm of Fallopian Tube
C0015558,22,Fallopian Tube Neoplasms,NCI,Fallopian Tube Neoplasms,Tumor of the Fallopian Tube
C0015558,23,Fallopian Tube Neoplasms,NCI,Fallopian Tube Neoplasms,Neoplasm of the Fallopian Tube
C0015624,0,Fanconi Syndrome,NCI,Fanconi Syndrome,Fanconi Syndrome
C0015624,7,Fanconi Syndrome,NCI,Fanconi Syndrome,Lignac-Fanconi Syndrome
C0015625,0,Fanconi Anemia,NCI,Fanconi Anemia,Fanconi Anemia
C0015625,2,Fanconi Anemia,NCI,Fanconi Anemia,Fanconi's Anemia
C0015625,3,Fanconi Anemia,ICD10CM,Fanconi Anemia,Fanconi's anemia
C0015625,13,Fanconi Anemia,NCI,Fanconi Anemia,"Pancytopenia, Congenital"
C0015625,17,Fanconi Anemia,NCI,Fanconi Anemia,"Panmyelopathy, Fanconi"
C0015625,23,Fanconi Anemia,NCI,Fanconi Anemia,Primary Erythroid Hypoplasia
C0015634,0,Farmer's Lung,NCI,Farmer's Lung,Farmer's Lung
C0015634,1,Farmer's Lung,ICD10CM,Farmer's Lung,Farmer's lung
C0015634,16,Farmer's Lung,ICD10CM,Farmer's Lung,Moldy hay disease
C0015644,9,Fasciculation,ICD10CM,Muscular Fasciculation,Fasciculation
C0015644,9,Fasciculation,NCI,Muscular Fasciculation,Fasciculation
C0015645,0,Fasciitis,NCI,Fasciitis,Fasciitis
C0015645,1,Fasciitis,NCI,Fasciitis,Fascitis
C0015645,4,Fasciitis,ICD10CM,Fasciitis,Fasciitis NOS
C0015652,0,Fascioliasis,ICD10CM,Fascioliasis,Fascioliasis
C0015652,2,Fascioliasis,NCI,Fascioliasis,Fasciolosis
C0015668,0,Fat Necrosis,NCI,Fat Necrosis,Fat Necrosis
C0015672,0,Fatigue,NCI,Fatigue,Fatigue
C0015672,4,Fatigue,ICD10CM,Fatigue,Fatigue NOS
C0015672,8,Fatigue,ICD10CM,Fatigue,Tiredness
C0015672,12,Fatigue,ICD10CM,Fatigue,Lack of energy
C0015672,12,Fatigue,NCI,Fatigue,Lack of Energy
C0015674,0,"Fatigue Syndrome, Chronic",NCI,Chronic Fatigue Syndrome,Chronic Fatigue Syndrome
C0015674,6,"Fatigue Syndrome, Chronic",ICD10CM,Chronic Fatigue Syndrome,Chronic fatigue syndrome NOS
C0015674,10,"Fatigue Syndrome, Chronic",ICD10CM,Chronic Fatigue Syndrome,Postviral fatigue syndrome
C0015674,12,"Fatigue Syndrome, Chronic",ICD10CM,Chronic Fatigue Syndrome,"Chronic fatigue, unspecified"
C0015674,21,"Fatigue Syndrome, Chronic",NCI,Chronic Fatigue Syndrome,Myalgic Encephalomyelitis
C0015674,25,"Fatigue Syndrome, Chronic",ICD10CM,Chronic Fatigue Syndrome,Benign myalgic encephalomyelitis
C0015696,20,"Fatty Liver, Alcoholic",ICD10CM,"Fatty Liver, Alcoholic",Alcoholic fatty liver
C0015702,0,Favism,ICD10CM,Favism,Favism
C0015702,0,Favism,NCI,Favism,Favism
C0015732,0,Fecal Incontinence,NCI,Fecal Incontinence,Fecal Incontinence
C0015732,1,Fecal Incontinence,ICD10CM,Fecal Incontinence,Fecal incontinence
C0015732,5,Fecal Incontinence,ICD10CM,Fecal Incontinence,Fecal incontinence NOS
C0015734,1,Fecal Impaction,ICD10CM,Fecal Impaction,Fecal impaction
C0015773,0,Felty Syndrome,NCI,Felty Syndrome,Felty Syndrome
C0015773,2,Felty Syndrome,NCI,Felty Syndrome,Felty's Syndrome
C0015773,3,Felty Syndrome,ICD10CM,Felty Syndrome,Felty's syndrome
C0015773,21,Felty Syndrome,ICD10CM,Felty Syndrome,"Felty's syndrome, unspecified site"
C0015773,50,Felty Syndrome,ICD10CM,Felty Syndrome,Rheumatoid arthritis with splenoadenomegaly and leukopenia
C0015799,0,Feminization,NCI,Feminization,Feminization
C0015802,4,Femoral Fractures,NCI,Femoral Fractures,Femur Fracture
C0015802,15,Femoral Fractures,ICD10CM,Femoral Fractures,Fracture of femur
C0015802,18,Femoral Fractures,ICD10CM,Femoral Fractures,Fracture of thigh NOS
C0015802,21,Femoral Fractures,ICD10CM,Femoral Fractures,Fracture of upper leg NOS
C0015806,20,Femoral Neck Fractures,ICD10CM,Femoral Neck Fractures,Fracture of neck of femur NOS
C0015927,0,Fetal Death,NCI,Fetal Death,Fetal Death
C0015927,4,Fetal Death,NCI,Fetal Death,Fetal Demise
C0015927,13,Fetal Death,NCI,Fetal Death,Intrauterine Fetal Death
C0015929,4,Fetal Diseases,NCI,Fetal Diseases,Fetal Disorder
C0015930,0,Fetal Distress,NCI,Fetal Distress,Fetal Distress
C0015930,20,Fetal Distress,NCI,Fetal Distress,Nonreassuring Fetal Status
C0015938,0,Fetal Macrosomia,NCI,Fetal Macrosomia,Fetal Macrosomia
C0015944,27,"Fetal Membranes, Premature Rupture",ICD10CM,"Fetal Membranes, Premature Rupture",Premature rupture of membranes
C0015944,27,"Fetal Membranes, Premature Rupture",NCI,"Fetal Membranes, Premature Rupture",Premature Rupture of Membrane
C0015944,27,"Fetal Membranes, Premature Rupture",NCI,"Fetal Membranes, Premature Rupture",Term Premature Rupture of Membranes
C0015944,29,"Fetal Membranes, Premature Rupture",NCI,"Fetal Membranes, Premature Rupture",Prelabor Rupture of Membranes
C0015944,32,"Fetal Membranes, Premature Rupture",NCI,"Fetal Membranes, Premature Rupture",PROM
C0015959,11,Fetomaternal Transfusion,NCI,Fetomaternal Transfusion,Fetomaternal Hemorrhage
C0015959,15,Fetomaternal Transfusion,NCI,Fetomaternal Transfusion,Fetal-Maternal Hemorrhage
C0015967,0,Fever,NCI,Fever,Fever
C0015967,4,Fever,ICD10CM,Fever,Fever NOS
C0015967,9,Fever,NCI,Fever,Hyperthermia
C0015967,10,Fever,ICD10CM,Fever,Pyrexia NOS
C0015967,13,Fever,ICD10CM,Fever,"Fever, unspecified"
C0015967,26,Fever,NCI,Fever,Elevated Core Body Temperature
C0015970,0,Fever of Unknown Origin,NCI,Fever of Unknown Origin,Fever of Unknown Origin
C0015970,8,Fever of Unknown Origin,ICD10CM,Fever of Unknown Origin,Fever of unknown origin [FUO]
C0016034,0,Fibrocystic Breast Disease,NCI,Breast Fibrocystic Disease,Breast Fibrocystic Disease
C0016034,6,Fibrocystic Breast Disease,NCI,Breast Fibrocystic Disease,Breast Fibrocystic Change
C0016034,7,Fibrocystic Breast Disease,NCI,Breast Fibrocystic Disease,Fibrocystic Disease
C0016034,11,Fibrocystic Breast Disease,NCI,Breast Fibrocystic Disease,Fibrocystic Breast
C0016034,14,Fibrocystic Breast Disease,NCI,Breast Fibrocystic Disease,Fibrocystic Breast Disease
C0016034,15,Fibrocystic Breast Disease,NCI,Breast Fibrocystic Disease,Fibrocystic Mastopathy
C0016034,16,Fibrocystic Breast Disease,ICD10CM,Breast Fibrocystic Disease,fibrocystic mastopathy
C0016034,17,Fibrocystic Breast Disease,NCI,Breast Fibrocystic Disease,Fibrocystic Disease of Breast
C0016034,18,Fibrocystic Breast Disease,ICD10CM,Breast Fibrocystic Disease,Fibrocystic disease of breast
C0016034,19,Fibrocystic Breast Disease,ICD10CM,Breast Fibrocystic Disease,Diffuse cystic mastopathy
C0016034,20,Fibrocystic Breast Disease,NCI,Breast Fibrocystic Disease,Diffuse Cystic Mastopathy
C0016034,20,Fibrocystic Breast Disease,NCI,Breast Fibrocystic Disease,Fibrocystic Change of Breast
C0016034,21,Fibrocystic Breast Disease,NCI,Breast Fibrocystic Disease,Fibrocystic Disease of the Breast
C0016034,24,Fibrocystic Breast Disease,NCI,Breast Fibrocystic Disease,Fibrocystic Change of the Breast
C0016045,0,Fibroma,NCI,Fibroma,Fibroma
C0016049,19,"Fibromatosis, Gingival",ICD10CM,"Fibromatosis, Gingival",Gingival fibromatosis
C0016052,0,Fibromuscular Dysplasia,NCI,Fibromuscular Dysplasia,Fibromuscular Dysplasia
C0016052,11,Fibromuscular Dysplasia,ICD10CM,Fibromuscular Dysplasia,Arterial fibromuscular dysplasia
C0016053,0,Fibromyalgia,ICD10CM,Fibromyalgia,Fibromyalgia
C0016053,0,Fibromyalgia,NCI,Fibromyalgia,Fibromyalgia
C0016053,5,Fibromyalgia,ICD10CM,Fibromyalgia,Fibromyositis
C0016053,5,Fibromyalgia,NCI,Fibromyalgia,Fibromyositis
C0016053,6,Fibromyalgia,ICD10CM,Fibromyalgia,Fibrositis
C0016053,9,Fibromyalgia,NCI,Fibromyalgia,Fibromyalgia Syndrome
C0016053,21,Fibromyalgia,ICD10CM,Fibromyalgia,Myofascial pain syndrome
C0016057,0,Fibrosarcoma,NCI,Fibrosarcoma,Fibrosarcoma
C0016059,0,Fibrosis,NCI,Fibrosis,Fibrosis
C0016064,5,"Fibrous Dysplasia, Monostotic",ICD10CM,"Fibrous Dysplasia, Monostotic",Fibrous dysplasia (monostotic)
C0016064,20,"Fibrous Dysplasia, Monostotic",NCI,"Fibrous Dysplasia, Monostotic",Monostotic Fibrous Dysplasia of Bone
C0016064,23,"Fibrous Dysplasia, Monostotic",ICD10CM,"Fibrous Dysplasia, Monostotic","Fibrous dysplasia (monostotic), unspecified site"
C0016064,23,"Fibrous Dysplasia, Monostotic",NCI,"Fibrous Dysplasia, Monostotic",Monostotic Fibrous Dysplasia
